0: 2023
1: 1589,1947,1629,1142,71,1518
2: 1308,1848,338,188,987,1597
3: 
4: 
5: 
6: 596,613
7: 742,766,1486,942,1061,635
8: 2022
9: 1428,1073,408
10: 486,1036,271,1743,1314,365,1939,503
11: 1524,379,1822,1657,920,527,1417,317
12: 688,1569,168,1856,1610,1602,82,1794,1203
13: 387,925,973,1295,511,820
14: 126,1728,1464,1626,1635,1290,494
15: 1294,1514,1515,1919,1944,1072,1338
16: 1354,1016,1035,609,1989,426,580,648
17: 292,673,915,1002,1191,857,1831,618
18: 1751,1051,1415,1745,1120,1734,1109,687,1988,821
19: 449,482,419,282,946,619,364
20: 934,1019,442,1101,1400,1714,660
21: 361,403,1531,1978,893,1808
22: 1676,1781,1634,1421
23: 1033,1701,1271,1118,876
24: 992,898,1410,1878,1133,1249,1885
25: 1004,536,440,1542,463,1058
26: 696,147,302,662,1781,1449
27: 624,1027,935,1234
28: 905,220,1537,1401,1125,1709,160
29: 495,1137,1778,1172,637,1181
30: 94,324,1132,794,312,812,213,1511
31: 582,1872,1976,325,917
32: 605,531,982,1432,1933,1052,40,1711
33: 1338,633,1266,1517,1515,1468,818
34: 687,1703,1026,933,1473,989,1760,647,1723
35: 1034,519,1574,723,1297,97
36: 375,919,1456,1855
37: 1787,1742,1351,634
38: 688,1569,168,1580,1031,713,523
39: 143,1600,718,539,622,1644
40: 1613,1711,1412,1432,32,605,982,1727
41: 578,1863,1902,1144,1994,1817
42: 337,1896,1409,1305,1770,1336,1372,1286
43: 1806,775,467,370,63,1538,1956
44: 1825,1567,2002,1615,489,130,1575
45: 1535,1064,1684,1439,1630,115,89
46: 1666,1331,1411,208,1877,1260
47: 478,1278,67,238,1128,1862,939,1402
48: 1426,737,609,264,2009,790,747,1016,1035
49: 157,1427,414,793,1462,969
50: 1431,2019,1141,1767,151,1617,490,1526
51: 567,667,862,1608,628,940,1251
52: 276,1371,280,1962,192,1359,1886
53: 1020,258,601,641,838,1090
54: 1763,839,1591,1320,372,176,123
55: 1606,191,1498,1221,1917,113,393,481
56: 437,695,1279,808,1405,1813,1960
57: 414,1784,913,1165,793,1206
58: 1634,1358,1240,1797,1421,302,1478
59: 992,898,117,510,576,951,851
60: 630,1765,1454,1605,1852,1029
61: 895,446,1756,1921,1446,229,1370,1148
62: 1880,384,977,1876,1925
63: 1404,370,1651,1491,1556,1538,1956,775,43
64: 716,1609,1790,1261,1309,1253,210
65: 656,1335,1391,532,1828,1873,1451
66: 930,216,1616,1050,427,1038,396,1368
67: 759,169,238,1774,47,1862,939,995,1402
68: 1893,1363,1831,781,618,857,1192,196,200,981
69: 1105,1711,247,1645,629,1692,148
70: 1066,475,1389,1172,637,201,1189,1853
71: 1644,190,1589,1,1629,622,2014,1518
72: 787,1128,1862,1620,939
73: 1252,1331,1411,910,1382,165,1907,1009
74: 805,739,691,1157,1985,1038
75: 1457,424,1857,245,1048,1282,1339,1587
76: 1165,429,546,1973,1206,1590
77: 1216,183,1210,963
78: 1638,877,1161,1319,268,1229,1541
79: 1788,1093,378,867,259,786,1012,542
80: 969,1087,1427,1792,827,574,534
81: 139,1523,1768,881,96,1611,728,508
82: 159,540,127,1794,1203,2006,12
83: 1332,606,1593,1349,1392,1772,1687,558,472
84: 1439,1217,1343,923,1675,121,1535
85: 1919,404,1147,626,810,1468
86: 1361,842,372,1452,107,1280,1202
87: 1315,1937,1650,1540,714,1365,837
88: 1694,1278,786,2016,1073,1128,1237
89: 291,450,1630,316,115,45,1684
90: 1966,396,1244,1368,869,198,1493,736,677,1525
91: 1296,740,1247,711,1292,832,1989
92: 1463,1902,1044,1144,884,1059,1572,686,1811,578
93: 1717,470,1154,1652,551,921
94: 1832,30,324,312,1793,1329
95: 2001,964,1669,1180,314,485,1283
96: 126,907,1464,458,310,1523,81,881
97: 1553,1764,35,1034,723,1141,1030
98: 250,1502,853,1682,528,1666,1252,1411,1360
99: 366,331,552,1164,1113,297,323,1355
100: 1682,1731,1324,1548,208,1877
101: 1954,1995,768,621,1008,1298,272,2017,389,733
102: 1891,1406,1499,343,847,1222,1366,1858
103: 880,1191,122,857,1827,1227,243
104: 106,1895,835,1387,896,286,1046,2021,1749,779,1680
105: 1533,1004,440,422,1259
106: 1006,104,1982,1895,274,1420,1387,286,1680
107: 727,1027,935,1280,842,86,1234
108: 272,2017,389,1195,1656,1764,119,709,1374
109: 836,1520,1972,705,1397,316,1470,583,291,941
110: 547,770,1875,952,1121,543,464,1854,497
111: 212,564,1878,843,817,748,1232,1410
112: 309,351,593,873,931,948,1443
113: 1268,1917,669,393,1606,55,481
114: 2018,1192,149,1741,1545,645,1469,345,246
115: 1055,1884,1630,316,306,45,291,89
116: 1610,1602,1926,720,517,424,1048
117: 59,992,1410,966,1232,1782,576
118: 1662,1287,1056,218,1031,349,1070
119: 1888,1416,709,108,2017,389,1656,253,1374
120: 903,789,499,1901,1377,1354,1146,1489
121: 717,975,923,1675,84,1887,1535
122: 103,857,1883,243,1369,196,149
123: 1508,176,1320,1361,372,54,1763
124: 1839,849,462,1785,1671,1804
125: 772,254,1882,295,1979,270,411,230,1571
126: 1464,96,14,494,748,458,1509
127: 159,82,972,136,2006,1996
128: 532,303,1828,231,1516,548,826,1116
129: 1758,1176,1564,997,541,1934
130: 826,1575,1116,1615,1567,44
131: 780,1340,1660,380,846,1129,1472,1592
132: 1067,164,1826,975,1389,1077,1805
133: 1906,699,576,951,623,1782,425
134: 1585,341,1725,1470,1981,1946,1520,941
135: 350,1318,1909,342,361,403,1025,456
136: 1422,1817,783,2006,972,127
137: 1682,1731,528,1888,1416,1150,853
138: 1872,1737,763,1780,707,325,556
139: 1523,81,1768,870,1326,388,508
140: 1171,602,746,170,1713,1557,1833,1824
141: 876,562,955,1636,1118,719,1820,1033,195,1701,1271,371
142: 595,588,1649,1383,297,1890,441,1932,501
143: 39,718,1644,1170,960,529
144: 1289,392,1730,1994,1463,1144
145: 729,1907,1288,809,910,1382,1985,1017,1750
146: 1486,942,1177,1115,1207,350,1909
147: 696,26,806,1134,2000,1449,649
148: 1269,1692,1163,1623,247,1645,1105,69
149: 114,2018,196,200,122,1741,1733,1545,1369
150: 840,223,690,318,1149,1648,194
151: 723,1141,1767,1297,1435,225,398,50,1030
152: 192,175,1359,1104,985,994,693
153: 998,769,1679,1496,524,289,482,946
154: 957,415,1238,1486,1975,742,347,1180
155: 1998,1082,328,1198
156: 468,515,512,1815,169,1111,1100
157: 49,703,1427,961,1539,414
158: 1385,1483,883,1100,1209,1864,568
159: 82,540,127,1996,926,1287
160: 1799,1346,1646,28,220,1401,1686
161: 1103,638,1769,1667,1390,1376,1156
162: 697,1403,339,206,405,1186
163: 1429,333,509,1554,1670,1080,1905
164: 1067,132,454,444,1826,975
165: 1021,800,73,1331,1293,1260,1009
166: 241,731,1375,1916,1321,773,572,934,660,269,700
167: 797,236,866,621,912,1008,460,1566
168: 12,38,533,688,1856,397,903,1580
169: 1815,67,759,238,1774,156,1111
170: 754,1127,796,1722,1557,1824,140
171: 1653,1763,839,257,1704,421,1143
172: 577,967,1691,1690,722,940
173: 433,1977,996,874
174: 2012,680,305,1215,1208,550,288,1197
175: 802,1359,152,332,994,693
176: 1230,1508,428,123,1942,54,1653,1763,839
2009: 589,264,875,48,1426,737,790,747
178: 249,1510,1624,823,1330,1081,1796,368
179: 252,368,1987,225,1139,398,1081,180,1297
180: 1479,1796,1574,179,368,398,1297
181: 1481,1675,1740,1329,1343
182: 226,639,1494,889,262,811,1013
183: 1216,77,1210,1027,624,376,1234
184: 582,1872,763,1777,1624,1796,1084
185: 399,1964,994,549,769,1679,1753
186: 1816,1032,719,1820,1047,1256,1930
187: 490,1526,1614,195,506,501,999,1601
188: 774,1089,1547,1848,2,338,987,1597
189: 516,362,1908,925,973,1425
190: 1644,1712,1170,71,431,1179,2014,1518,1060
191: 1606,1114,2008,1498,55,334,1917,393
192: 1359,1886,152,1371,280,52,1104,985
193: 1736,1766,694,1650,1424,466,1678,356,1345
194: 1746,1129,1755,1330,1081,1648,150,223,690,1357,249,823
195: 1431,1033,1701,2019,1271,876,562,141,187,1526,506
196: 2018,1192,149,200,122,857,68,618
197: 1801,1207,1370,1188,1148,573
198: 1985,1038,1017,1380,1493,216,1966,396,1368,90
199: 447,1204,777,1904,1277,1152,886
200: 2018,1192,196,149,857,1363,1831,781,68,618
201: 1053,1077,1805,1189,70,475,1389,1853
202: 479,604,1374,1500,1553,1656,1764,409,1506,1818
203: 435,1549,1414,1290,412,1840
204: 1626,1635,346,1290,919,382,1549
205: 776,978,1706,300
206: 162,405,1186,1961,900,905
207: 949,617,948,1922,755,1193
208: 1548,1877,1682,100,528,1666,46,1411,1260
209: 1082,1273,417,767,1198,443
210: 863,493,592,1309,716,1790,1261,64,1913
2017: 272,108,389,101,733,119,1416,709
212: 564,439,1440,111,1348,843,977
213: 1693,812,1879,1511,1892,1485,30,324,1092
214: 854,1791,1847,1952,1999,336,1698
215: 229,1631,1231,357,948,351
216: 66,1616,805,1050,198,1038,1368
217: 668,1775,1467,761,1233,1965,451,840
218: 1662,118,1056,1031,1153,713,1227
219: 1533,1806,467
220: 905,28,1401,668,488,160,1346
221: 234,247,290,1645,1443,1270,309,593,1623
222: 1112,1874,1802,1904,1277,1152,715
223: 1779,840,150,488,690,451,1467,318,194
224: 1619,1674,993,1544,1362,1835,1138,1979
225: 179,1987,1139,398,1767,1297,151,1435
226: 1394,870,182,639,1494,566,908,1102,326,262
227: 1825,232,672,1567,1484,1803,248,1715,678
228: 599,1718,1071,756,1688,947,1168,1603,1720
229: 1446,215,1631,1519,677,1231,357,701,61,895,1921,351
230: 1107,685,1571,1979,1619,1516,125
231: 128,303,1516,548,1211,1107,685
232: 227,672,1567,1803,248,678,1702,1664,988
233: 1562,692,1285,1640,1333,943,1097
234: 221,247,290,1645,1708,1443,1860,1270,309,593
235: 1543,791,1697,1944,1365,1338,1266
236: 797,866,167,912,460,1566,325,738
237: 1927,658,563,251,461,1955
238: 1815,67,169,1774,1992,478,319,47
239: 1262,590,901,1943,1158,1834,1471,859
240: 1565,433,996,874,505,904,245,1587
241: 166,1375,1916,1321,978,934,1019,660
242: 276,1371,280,1396,553,1104,1010,655,612
243: 273,1352,1883,1744,880,103,122,1733,1369
244: 1488,1310,981,712,1475,1482,615,1093
245: 75,1857,856,240,1565,996,874,1282,1587
246: 645,1469,666,1545,114,1054,799
247: 221,234,290,1645,1708,1270,671,629,148,69
248: 914,1803,678,232,227,1702,988
249: 178,1510,823,1596,1648,194,1330
250: 765,1502,98,853,479,528,1666,1360
251: 563,1241,237,1927
252: 2003,179,368,1987,1139,398,1755,1388,1081
253: 1424,466,625,733,1954,389,119,1416,709,1150
254: 1185,772,125,295,1732,411
255: 1188,1148,1344,573,1446,1631,873,1924
256: 1507,1528,902,753,1385,792
